Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2022-03-01,7:00 PM,8:00 PM,Montreal Canadiens,4,Winnipeg Jets,8,Regulation
2022-03-01,8:00 PM,9:00 PM,New York Islanders,3,Colorado Avalanche,5,Regulation
2022-03-01,9:00 PM,10:00 PM,San Jose Sharks,1,Vegas Golden Knights,3,Regulation
2022-03-01,9:00 PM,10:00 PM,Boston Bruins,3,Anaheim Ducks,4,Regulation
2022-03-02,6:30 PM,7:30 PM,Buffalo Sabres,5,Toronto Maple Leafs,1,Regulation
2022-03-02,6:30 PM,7:30 PM,St. Louis Blues,3,New York Rangers,5,Regulation
2022-03-02,7:30 PM,8:30 PM,Los Angeles Kings,3,Dallas Stars,4,Regulation
2022-03-02,9:00 PM,10:00 PM,Nashville Predators,3,Seattle Kraken,4,Regulation
2022-03-03,6:00 PM,7:00 PM,Pittsburgh Penguins,5,Tampa Bay Lightning,1,Regulation
2022-03-03,6:00 PM,7:00 PM,Ottawa Senators,0,Florida Panthers,3,Regulation
2022-03-03,6:00 PM,7:00 PM,Minnesota Wild,5,Philadelphia Flyers,4,Regulation
2022-03-03,6:00 PM,7:00 PM,Carolina Hurricanes,0,Washington Capitals,4,Regulation
2022-03-03,6:30 PM,7:30 PM,Vancouver Canucks,4,New York Islanders,3,Regulation
2022-03-03,7:30 PM,8:30 PM,Edmonton Oilers,3,Chicago Blackhawks,4,OT
2022-03-03,8:00 PM,9:00 PM,Montreal Canadiens,5,Calgary Flames,4,OT
2022-03-03,8:00 PM,9:00 PM,Colorado Avalanche,1,Arizona Coyotes,2,Regulation
2022-03-03,8:00 PM,9:00 PM,Boston Bruins,5,Vegas Golden Knights,2,Regulation
2022-03-04,6:00 PM,7:00 PM,Minnesota Wild,4,Buffalo Sabres,5,Regulation
2022-03-04,6:00 PM,7:00 PM,Detroit Red Wings,1,Tampa Bay Lightning,3,Regulation
2022-03-04,6:00 PM,7:00 PM,New Jersey Devils,1,New York Rangers,3,Regulation
2022-03-04,6:00 PM,7:00 PM,Pittsburgh Penguins,2,Carolina Hurricanes,3,OT
2022-03-04,6:00 PM,7:00 PM,Los Angeles Kings,4,Columbus Blue Jackets,3,OT
2022-03-04,7:00 PM,8:00 PM,Dallas Stars,4,Winnipeg Jets,3,OT
2022-03-04,9:00 PM,10:00 PM,Vegas Golden Knights,5,Anaheim Ducks,4,Regulation
2022-03-05,11:30 AM,12:30 PM,St. Louis Blues,1,New York Islanders,2,Regulation
2022-03-05,2:00 PM,3:00 PM,Chicago Blackhawks,3,Philadelphia Flyers,4,Regulation
2022-03-05,3:00 PM,4:00 PM,Ottawa Senators,5,Arizona Coyotes,8,Regulation
2022-03-05,5:00 PM,6:00 PM,Detroit Red Wings,2,Florida Panthers,6,Regulation
2022-03-05,6:00 PM,7:00 PM,Vancouver Canucks,6,Toronto Maple Leafs,4,Regulation
2022-03-05,6:00 PM,7:00 PM,Seattle Kraken,2,Washington Capitals,5,Regulation
2022-03-05,6:00 PM,7:00 PM,Boston Bruins,5,Columbus Blue Jackets,4,SO
2022-03-05,6:00 PM,7:00 PM,Montreal Canadiens,5,Edmonton Oilers,2,Regulation
2022-03-05,7:00 PM,8:00 PM,Nashville Predators,8,San Jose Sharks,0,Regulation
2022-03-05,9:00 PM,10:00 PM,Calgary Flames,4,Colorado Avalanche,3,OT
2022-03-06,12:00 PM,1:00 PM,Los Angeles Kings,3,Buffalo Sabres,0,Regulation
2022-03-06,12:00 PM,1:00 PM,St. Louis Blues,2,New Jersey Devils,3,OT
2022-03-06,3:00 PM,4:00 PM,Dallas Stars,6,Minnesota Wild,3,Regulation
2022-03-06,6:00 PM,7:00 PM,Seattle Kraken,2,Carolina Hurricanes,3,Regulation
2022-03-06,6:00 PM,7:00 PM,Tampa Bay Lightning,6,Chicago Blackhawks,3,Regulation
2022-03-06,6:00 PM,7:00 PM,New York Rangers,4,Winnipeg Jets,1,Regulation
2022-03-06,7:00 PM,8:00 PM,Ottawa Senators,1,Vegas Golden Knights,2,Regulation
2022-03-06,7:00 PM,8:00 PM,San Jose Sharks,2,Anaheim Ducks,3,OT
2022-03-07,6:00 PM,7:00 PM,Los Angeles Kings,3,Boston Bruins,2,OT
2022-03-07,6:00 PM,7:00 PM,Florida Panthers,6,Buffalo Sabres,1,Regulation
2022-03-07,6:00 PM,7:00 PM,Toronto Maple Leafs,5,Columbus Blue Jackets,4,Regulation
2022-03-07,6:30 PM,7:30 PM,Colorado Avalanche,5,New York Islanders,4,Regulation
2022-03-07,8:30 PM,9:30 PM,Edmonton Oilers,1,Calgary Flames,3,Regulation
2022-03-08,6:00 PM,7:00 PM,Colorado Avalanche,3,New Jersey Devils,5,Regulation
2022-03-08,6:00 PM,7:00 PM,Vegas Golden Knights,1,Philadelphia Flyers,2,Regulation
2022-03-08,6:00 PM,7:00 PM,Florida Panthers,4,Pittsburgh Penguins,3,Regulation
2022-03-08,6:30 PM,7:30 PM,Seattle Kraken,4,Toronto Maple Leafs,6,Regulation
2022-03-08,6:30 PM,7:30 PM,Arizona Coyotes,9,Detroit Red Wings,2,Regulation
2022-03-08,7:00 PM,8:00 PM,Ottawa Senators,4,St. Louis Blues,1,Regulation
2022-03-08,7:00 PM,8:00 PM,Dallas Stars,1,Nashville Predators,2,Regulation
2022-03-08,7:00 PM,8:00 PM,New York Rangers,2,Minnesota Wild,5,Regulation
2022-03-08,7:00 PM,8:00 PM,Tampa Bay Lightning,4,Winnipeg Jets,7,Regulation
2022-03-08,7:30 PM,8:30 PM,Anaheim Ducks,3,Chicago Blackhawks,8,Regulation
2022-03-08,8:00 PM,9:00 PM,Washington Capitals,5,Calgary Flames,4,Regulation
2022-03-09,7:00 PM,8:00 PM,Washington Capitals,3,Edmonton Oilers,4,OT
2022-03-09,9:30 PM,10:30 PM,Montreal Canadiens,3,Vancouver Canucks,5,Regulation
2022-03-10,6:00 PM,7:00 PM,Chicago Blackhawks,3,Boston Bruins,4,Regulation
2022-03-10,6:00 PM,7:00 PM,Vegas Golden Knights,1,Buffalo Sabres,3,Regulation
2022-03-10,6:00 PM,7:00 PM,Arizona Coyotes,5,Toronto Maple Leafs,4,OT
2022-03-10,6:00 PM,7:00 PM,Seattle Kraken,3,Ottawa Senators,4,OT
2022-03-10,6:00 PM,7:00 PM,Minnesota Wild,6,Detroit Red Wings,5,SO
2022-03-10,6:00 PM,7:00 PM,Philadelphia Flyers,3,Florida Panthers,6,Regulation
2022-03-10,6:00 PM,7:00 PM,Winnipeg Jets,2,New Jersey Devils,1,Regulation
2022-03-10,6:00 PM,7:00 PM,Colorado Avalanche,0,Carolina Hurricanes,2,Regulation
2022-03-10,6:30 PM,7:30 PM,Columbus Blue Jackets,0,New York Islanders,6,Regulation
2022-03-10,7:00 PM,8:00 PM,New York Rangers,2,St. Louis Blues,6,Regulation
2022-03-10,7:00 PM,8:00 PM,Anaheim Ducks,1,Nashville Predators,4,Regulation
2022-03-10,8:00 PM,9:00 PM,Tampa Bay Lightning,1,Calgary Flames,4,Regulation
2022-03-10,9:30 PM,10:30 PM,San Jose Sharks,4,Los Angeles Kings,3,OT
2022-03-11,6:00 PM,7:00 PM,Vegas Golden Knights,2,Pittsburgh Penguins,5,Regulation
2022-03-11,6:00 PM,7:00 PM,Minnesota Wild,2,Columbus Blue Jackets,3,SO
2022-03-11,6:30 PM,7:30 PM,Winnipeg Jets,2,New York Islanders,5,Regulation
2022-03-11,9:00 PM,10:00 PM,Washington Capitals,4,Vancouver Canucks,3,OT
2022-03-12,11:30 AM,12:30 PM,St. Louis Blues,,Nashville Predators,,Scheduled
2022-03-12,2:00 PM,3:00 PM,Philadelphia Flyers,,Carolina Hurricanes,,Scheduled
2022-03-12,6:00 PM,7:00 PM,Arizona Coyotes,,Boston Bruins,,Scheduled
2022-03-12,6:00 PM,7:00 PM,Seattle Kraken,,Montreal Canadiens,,Scheduled
2022-03-12,6:00 PM,7:00 PM,Chicago Blackhawks,,Ottawa Senators,,Scheduled
2022-03-12,6:00 PM,7:00 PM,Anaheim Ducks,,New Jersey Devils,,Scheduled
2022-03-12,6:00 PM,7:00 PM,Detroit Red Wings,,Calgary Flames,,Scheduled
2022-03-12,7:00 PM,8:00 PM,New York Rangers,,Dallas Stars,,Scheduled
2022-03-12,8:30 PM,9:30 PM,Los Angeles Kings,,San Jose Sharks,,Scheduled
2022-03-12,9:00 PM,10:00 PM,Tampa Bay Lightning,,Edmonton Oilers,,Scheduled
2022-03-13,11:00 AM,1:00 PM,Carolina Hurricanes,,Pittsburgh Penguins,,Scheduled
2022-03-13,2:00 PM,4:00 PM,Toronto Maple Leafs,,Buffalo Sabres,,Scheduled
2022-03-13,5:00 PM,7:00 PM,Montreal Canadiens,,Philadelphia Flyers,,Scheduled
2022-03-13,5:00 PM,7:00 PM,Vegas Golden Knights,,Columbus Blue Jackets,,Scheduled
2022-03-13,5:00 PM,7:00 PM,Winnipeg Jets,,St. Louis Blues,,Scheduled
2022-03-13,5:00 PM,7:00 PM,Nashville Predators,,Minnesota Wild,,Scheduled
2022-03-13,5:30 PM,7:30 PM,Anaheim Ducks,,New York Islanders,,Scheduled
2022-03-13,6:00 PM,8:00 PM,Calgary Flames,,Colorado Avalanche,,Scheduled
2022-03-13,8:00 PM,10:00 PM,Tampa Bay Lightning,,Vancouver Canucks,,Scheduled
2022-03-13,8:00 PM,10:00 PM,Florida Panthers,,Los Angeles Kings,,Scheduled
2022-03-14,5:30 PM,7:30 PM,Arizona Coyotes,,Ottawa Senators,,Scheduled
2022-03-15,5:00 PM,7:00 PM,Dallas Stars,,Toronto Maple Leafs,,Scheduled
2022-03-15,5:00 PM,7:00 PM,Arizona Coyotes,,Montreal Canadiens,,Scheduled
2022-03-15,5:00 PM,7:00 PM,Anaheim Ducks,,New York Rangers,,Scheduled
2022-03-15,5:00 PM,7:00 PM,New York Islanders,,Washington Capitals,,Scheduled
2022-03-15,6:00 PM,8:00 PM,Pittsburgh Penguins,,Nashville Predators,,Scheduled
2022-03-15,6:00 PM,8:00 PM,Vegas Golden Knights,,Winnipeg Jets,,Scheduled
2022-03-15,6:30 PM,8:30 PM,Boston Bruins,,Chicago Blackhawks,,Scheduled
2022-03-15,7:00 PM,9:00 PM,Detroit Red Wings,,Edmonton Oilers,,Scheduled
2022-03-15,8:00 PM,10:00 PM,New Jersey Devils,,Vancouver Canucks,,Scheduled
2022-03-15,8:30 PM,10:30 PM,Colorado Avalanche,,Los Angeles Kings,,Scheduled
2022-03-15,8:30 PM,10:30 PM,Florida Panthers,,San Jose Sharks,,Scheduled
2022-03-16,5:30 PM,7:30 PM,Columbus Blue Jackets,,Ottawa Senators,,Scheduled
2022-03-16,5:30 PM,7:30 PM,Boston Bruins,,Minnesota Wild,,Scheduled
2022-03-16,8:00 PM,10:00 PM,New Jersey Devils,,Calgary Flames,,Scheduled
2022-03-16,8:00 PM,10:00 PM,Tampa Bay Lightning,,Seattle Kraken,,Scheduled
2022-03-17,5:00 PM,7:00 PM,New York Islanders,,New York Rangers,,Scheduled
2022-03-17,5:00 PM,7:00 PM,Carolina Hurricanes,,Toronto Maple Leafs,,Scheduled
2022-03-17,5:00 PM,7:00 PM,Dallas Stars,,Montreal Canadiens,,Scheduled
2022-03-17,5:00 PM,7:00 PM,Nashville Predators,,Philadelphia Flyers,,Scheduled
2022-03-17,5:00 PM,7:00 PM,Washington Capitals,,Columbus Blue Jackets,,Scheduled
2022-03-17,6:00 PM,8:00 PM,Pittsburgh Penguins,,St. Louis Blues,,Scheduled
2022-03-17,7:00 PM,9:00 PM,Buffalo Sabres,,Edmonton Oilers,,Scheduled
2022-03-17,8:00 PM,10:00 PM,Detroit Red Wings,,Vancouver Canucks,,Scheduled
2022-03-17,8:00 PM,10:00 PM,San Jose Sharks,,Los Angeles Kings,,Scheduled
2022-03-17,8:30 PM,10:30 PM,Florida Panthers,,Vegas Golden Knights,,Scheduled
2022-03-18,5:00 PM,7:00 PM,Philadelphia Flyers,,Ottawa Senators,,Scheduled
2022-03-18,5:00 PM,7:00 PM,Washington Capitals,,Carolina Hurricanes,,Scheduled
2022-03-18,6:00 PM,8:00 PM,Boston Bruins,,Winnipeg Jets,,Scheduled
2022-03-18,7:00 PM,9:00 PM,Buffalo Sabres,,Calgary Flames,,Scheduled
2022-03-18,8:00 PM,10:00 PM,Florida Panthers,,Anaheim Ducks,,Scheduled
2022-03-18,8:30 PM,10:30 PM,Colorado Avalanche,,San Jose Sharks,,Scheduled
2022-03-19,12:00 PM,2:00 PM,Dallas Stars,,New York Islanders,,Scheduled
2022-03-19,12:00 PM,2:00 PM,Chicago Blackhawks,,Minnesota Wild,,Scheduled
2022-03-19,1:00 PM,3:00 PM,New Jersey Devils,,Edmonton Oilers,,Scheduled
2022-03-19,2:00 PM,4:00 PM,Los Angeles Kings,,Vegas Golden Knights,,Scheduled
2022-03-19,3:00 PM,5:00 PM,St. Louis Blues,,Columbus Blue Jackets,,Scheduled
2022-03-19,3:00 PM,5:00 PM,Pittsburgh Penguins,,Arizona Coyotes,,Scheduled
2022-03-19,5:00 PM,7:00 PM,Ottawa Senators,,Montreal Canadiens,,Scheduled
2022-03-19,5:00 PM,7:00 PM,Toronto Maple Leafs,,Nashville Predators,,Scheduled
2022-03-19,6:00 PM,8:00 PM,New York Rangers,,Tampa Bay Lightning,,Scheduled
2022-03-19,8:00 PM,10:00 PM,Calgary Flames,,Vancouver Canucks,,Scheduled
2022-03-19,8:00 PM,10:00 PM,Detroit Red Wings,,Seattle Kraken,,Scheduled
2022-03-20,12:00 PM,2:00 PM,New York Islanders,,Philadelphia Flyers,,Scheduled
2022-03-20,3:00 PM,5:00 PM,Dallas Stars,,Washington Capitals,,Scheduled
2022-03-20,4:00 PM,6:00 PM,New York Rangers,,Carolina Hurricanes,,Scheduled
2022-03-20,5:00 PM,7:00 PM,Winnipeg Jets,,Chicago Blackhawks,,Scheduled
2022-03-20,5:00 PM,7:00 PM,Arizona Coyotes,,San Jose Sharks,,Scheduled
2022-03-20,8:00 PM,10:00 PM,Buffalo Sabres,,Vancouver Canucks,,Scheduled
2022-03-21,5:00 PM,7:00 PM,Boston Bruins,,Montreal Canadiens,,Scheduled
2022-03-21,6:00 PM,8:00 PM,Vegas Golden Knights,,Minnesota Wild,,Scheduled
2022-03-21,7:30 PM,9:30 PM,Edmonton Oilers,,Colorado Avalanche,,Scheduled
2022-03-21,8:00 PM,10:00 PM,Nashville Predators,,Anaheim Ducks,,Scheduled
2022-03-22,5:00 PM,7:00 PM,New York Rangers,,New Jersey Devils,,Scheduled
2022-03-22,5:00 PM,7:00 PM,Columbus Blue Jackets,,Pittsburgh Penguins,,Scheduled
2022-03-22,5:00 PM,7:00 PM,St. Louis Blues,,Washington Capitals,,Scheduled
2022-03-22,5:00 PM,7:00 PM,Tampa Bay Lightning,,Carolina Hurricanes,,Scheduled
2022-03-22,5:30 PM,7:30 PM,Philadelphia Flyers,,Detroit Red Wings,,Scheduled
2022-03-22,5:30 PM,7:30 PM,Ottawa Senators,,New York Islanders,,Scheduled
2022-03-22,6:00 PM,8:00 PM,Vegas Golden Knights,,Winnipeg Jets,,Scheduled
2022-03-22,6:30 PM,8:30 PM,Edmonton Oilers,,Dallas Stars,,Scheduled
2022-03-22,7:00 PM,9:00 PM,San Jose Sharks,,Calgary Flames,,Scheduled
2022-03-22,8:00 PM,10:00 PM,Seattle Kraken,,Arizona Coyotes,,Scheduled
2022-03-22,8:30 PM,10:30 PM,Nashville Predators,,Los Angeles Kings,,Scheduled
2022-03-23,5:00 PM,7:00 PM,New Jersey Devils,,Toronto Maple Leafs,,Scheduled
2022-03-23,5:30 PM,7:30 PM,Pittsburgh Penguins,,Buffalo Sabres,,Scheduled
2022-03-23,7:30 PM,9:30 PM,Vancouver Canucks,,Colorado Avalanche,,Scheduled
2022-03-23,8:00 PM,10:00 PM,Chicago Blackhawks,,Anaheim Ducks,,Scheduled
2022-03-24,5:00 PM,7:00 PM,Tampa Bay Lightning,,Boston Bruins,,Scheduled
2022-03-24,5:00 PM,7:00 PM,Florida Panthers,,Montreal Canadiens,,Scheduled
2022-03-24,5:00 PM,7:00 PM,Dallas Stars,,Carolina Hurricanes,,Scheduled
2022-03-24,5:30 PM,7:30 PM,Detroit Red Wings,,New York Islanders,,Scheduled
2022-03-24,6:00 PM,8:00 PM,Ottawa Senators,,Winnipeg Jets,,Scheduled
2022-03-24,6:00 PM,8:00 PM,Philadelphia Flyers,,St. Louis Blues,,Scheduled
2022-03-24,6:00 PM,8:00 PM,Vancouver Canucks,,Minnesota Wild,,Scheduled
2022-03-24,7:00 PM,9:00 PM,San Jose Sharks,,Edmonton Oilers,,Scheduled
2022-03-24,8:00 PM,10:00 PM,Nashville Predators,,Vegas Golden Knights,,Scheduled
2022-03-24,8:00 PM,10:00 PM,Chicago Blackhawks,,Los Angeles Kings,,Scheduled
2022-03-25,5:00 PM,7:00 PM,Washington Capitals,,Buffalo Sabres,,Scheduled
2022-03-25,5:00 PM,7:00 PM,Pittsburgh Penguins,,New York Rangers,,Scheduled
2022-03-25,6:00 PM,8:00 PM,Columbus Blue Jackets,,Winnipeg Jets,,Scheduled
2022-03-25,7:00 PM,9:00 PM,Philadelphia Flyers,,Colorado Avalanche,,Scheduled
2022-03-25,7:00 PM,9:00 PM,Arizona Coyotes,,Calgary Flames,,Scheduled
2022-03-26,10:30 AM,12:30 PM,New York Islanders,,Boston Bruins,,Scheduled
2022-03-26,10:30 AM,12:30 PM,Tampa Bay Lightning,,Detroit Red Wings,,Scheduled
2022-03-26,1:00 PM,3:00 PM,Chicago Blackhawks,,Vegas Golden Knights,,Scheduled
2022-03-26,5:00 PM,7:00 PM,Toronto Maple Leafs,,Montreal Canadiens,,Scheduled
2022-03-26,5:00 PM,7:00 PM,Florida Panthers,,Ottawa Senators,,Scheduled
2022-03-26,5:00 PM,7:00 PM,New Jersey Devils,,Washington Capitals,,Scheduled
2022-03-26,5:00 PM,7:00 PM,Vancouver Canucks,,Dallas Stars,,Scheduled
2022-03-26,6:00 PM,8:00 PM,Carolina Hurricanes,,St. Louis Blues,,Scheduled
2022-03-26,6:00 PM,8:00 PM,Columbus Blue Jackets,,Minnesota Wild,,Scheduled
2022-03-26,8:00 PM,10:00 PM,Edmonton Oilers,,Calgary Flames,,Scheduled
2022-03-26,8:30 PM,10:30 PM,Seattle Kraken,,Los Angeles Kings,,Scheduled
2022-03-26,8:30 PM,10:30 PM,Anaheim Ducks,,San Jose Sharks,,Scheduled
2022-03-27,12:00 PM,2:00 PM,Tampa Bay Lightning,,New York Islanders,,Scheduled
2022-03-27,3:00 PM,5:00 PM,Buffalo Sabres,,New York Rangers,,Scheduled
2022-03-27,3:00 PM,5:00 PM,Detroit Red Wings,,Pittsburgh Penguins,,Scheduled
2022-03-27,4:00 PM,6:00 PM,Philadelphia Flyers,,Nashville Predators,,Scheduled
2022-03-27,4:00 PM,6:00 PM,Colorado Avalanche,,Minnesota Wild,,Scheduled
2022-03-27,5:00 PM,7:00 PM,Florida Panthers,,Toronto Maple Leafs,,Scheduled
2022-03-27,5:00 PM,7:00 PM,Montreal Canadiens,,New Jersey Devils,,Scheduled
2022-03-27,5:00 PM,7:00 PM,Arizona Coyotes,,Winnipeg Jets,,Scheduled
2022-03-28,5:00 PM,7:00 PM,Carolina Hurricanes,,Washington Capitals,,Scheduled
2022-03-28,5:30 PM,7:30 PM,Vancouver Canucks,,St. Louis Blues,,Scheduled
2022-03-28,6:30 PM,8:30 PM,Buffalo Sabres,,Chicago Blackhawks,,Scheduled
2022-03-28,7:30 PM,9:30 PM,Arizona Coyotes,,Edmonton Oilers,,Scheduled
2022-03-28,8:30 PM,10:30 PM,Seattle Kraken,,Los Angeles Kings,,Scheduled
2022-03-29,5:00 PM,7:00 PM,Toronto Maple Leafs,,Boston Bruins,,Scheduled
2022-03-29,5:00 PM,7:00 PM,Carolina Hurricanes,,Tampa Bay Lightning,,Scheduled
2022-03-29,5:00 PM,7:00 PM,Montreal Canadiens,,Florida Panthers,,Scheduled
2022-03-29,5:00 PM,7:00 PM,New York Rangers,,Pittsburgh Penguins,,Scheduled
2022-03-29,5:00 PM,7:00 PM,New York Islanders,,Columbus Blue Jackets,,Scheduled
2022-03-29,6:00 PM,8:00 PM,Ottawa Senators,,Nashville Predators,,Scheduled
2022-03-29,6:00 PM,8:00 PM,Philadelphia Flyers,,Minnesota Wild,,Scheduled
2022-03-29,7:00 PM,9:00 PM,Colorado Avalanche,,Calgary Flames,,Scheduled
2022-03-29,8:00 PM,10:00 PM,Dallas Stars,,Anaheim Ducks,,Scheduled
2022-03-30,5:00 PM,7:00 PM,Winnipeg Jets,,Buffalo Sabres,,Scheduled
2022-03-30,5:30 PM,7:30 PM,New York Rangers,,Detroit Red Wings,,Scheduled
2022-03-30,7:30 PM,9:30 PM,Los Angeles Kings,,Edmonton Oilers,,Scheduled
2022-03-30,8:00 PM,10:00 PM,St. Louis Blues,,Vancouver Canucks,,Scheduled
2022-03-30,8:00 PM,10:00 PM,San Jose Sharks,,Arizona Coyotes,,Scheduled
2022-03-30,8:00 PM,10:00 PM,Vegas Golden Knights,,Seattle Kraken,,Scheduled
2022-03-31,5:00 PM,7:00 PM,New Jersey Devils,,Boston Bruins,,Scheduled
2022-03-31,5:00 PM,7:00 PM,Winnipeg Jets,,Toronto Maple Leafs,,Scheduled
2022-03-31,5:00 PM,7:00 PM,Chicago Blackhawks,,Florida Panthers,,Scheduled
2022-03-31,5:00 PM,7:00 PM,Columbus Blue Jackets,,New York Islanders,,Scheduled
2022-03-31,5:00 PM,7:00 PM,Montreal Canadiens,,Carolina Hurricanes,,Scheduled
2022-03-31,6:00 PM,8:00 PM,Pittsburgh Penguins,,Minnesota Wild,,Scheduled
2022-03-31,7:00 PM,9:00 PM,San Jose Sharks,,Colorado Avalanche,,Scheduled
2022-03-31,7:00 PM,9:00 PM,Los Angeles Kings,,Calgary Flames,,Scheduled
2022-03-31,8:00 PM,10:00 PM,Dallas Stars,,Anaheim Ducks,,Scheduled
2022-04-01,5:00 PM,7:00 PM,Nashville Predators,,Buffalo Sabres,,Scheduled
2022-04-01,5:00 PM,7:00 PM,Chicago Blackhawks,,Tampa Bay Lightning,,Scheduled
2022-04-01,5:00 PM,7:00 PM,New York Islanders,,New York Rangers,,Scheduled
2022-04-01,5:30 PM,7:30 PM,Ottawa Senators,,Detroit Red Wings,,Scheduled
2022-04-01,7:00 PM,9:00 PM,St. Louis Blues,,Edmonton Oilers,,Scheduled
2022-04-01,8:00 PM,10:00 PM,Vegas Golden Knights,,Seattle Kraken,,Scheduled
2022-04-01,8:30 PM,10:30 PM,Anaheim Ducks,,Arizona Coyotes,,Scheduled
2022-04-02,10:30 AM,12:30 PM,Florida Panthers,,New Jersey Devils,,Scheduled
2022-04-02,1:00 PM,3:00 PM,Pittsburgh Penguins,,Colorado Avalanche,,Scheduled
2022-04-02,5:00 PM,7:00 PM,Columbus Blue Jackets,,Boston Bruins,,Scheduled
2022-04-02,5:00 PM,7:00 PM,Montreal Canadiens,,Tampa Bay Lightning,,Scheduled
2022-04-02,5:00 PM,7:00 PM,Toronto Maple Leafs,,Philadelphia Flyers,,Scheduled
2022-04-02,5:00 PM,7:00 PM,Minnesota Wild,,Carolina Hurricanes,,Scheduled
2022-04-02,5:00 PM,7:00 PM,Los Angeles Kings,,Winnipeg Jets,,Scheduled
2022-04-02,8:00 PM,10:00 PM,St. Louis Blues,,Calgary Flames,,Scheduled
2022-04-02,8:30 PM,10:30 PM,Dallas Stars,,San Jose Sharks,,Scheduled
2022-04-03,11:00 AM,1:00 PM,Florida Panthers,,Buffalo Sabres,,Scheduled
2022-04-03,11:00 AM,1:00 PM,Detroit Red Wings,,Ottawa Senators,,Scheduled
2022-04-03,2:00 PM,4:00 PM,New York Islanders,,New Jersey Devils,,Scheduled
2022-04-03,5:00 PM,7:00 PM,Philadelphia Flyers,,New York Rangers,,Scheduled
2022-04-03,5:00 PM,7:00 PM,Minnesota Wild,,Washington Capitals,,Scheduled
2022-04-03,5:00 PM,7:00 PM,Arizona Coyotes,,Chicago Blackhawks,,Scheduled
2022-04-03,5:00 PM,7:00 PM,Vegas Golden Knights,,Vancouver Canucks,,Scheduled
2022-04-03,6:00 PM,8:00 PM,Edmonton Oilers,,Anaheim Ducks,,Scheduled
2022-04-03,7:00 PM,9:00 PM,Dallas Stars,,Seattle Kraken,,Scheduled
2022-04-04,5:00 PM,7:00 PM,Boston Bruins,,Columbus Blue Jackets,,Scheduled
2022-04-04,5:30 PM,7:30 PM,Toronto Maple Leafs,,Tampa Bay Lightning,,Scheduled
2022-04-04,6:00 PM,8:00 PM,Arizona Coyotes,,St. Louis Blues,,Scheduled
2022-04-04,8:30 PM,10:30 PM,Calgary Flames,,Los Angeles Kings,,Scheduled
2022-04-05,5:00 PM,7:00 PM,Carolina Hurricanes,,Buffalo Sabres,,Scheduled
2022-04-05,5:00 PM,7:00 PM,Ottawa Senators,,Montreal Canadiens,,Scheduled
2022-04-05,5:00 PM,7:00 PM,Toronto Maple Leafs,,Florida Panthers,,Scheduled
2022-04-05,5:00 PM,7:00 PM,New York Rangers,,New Jersey Devils,,Scheduled
2022-04-05,5:00 PM,7:00 PM,Columbus Blue Jackets,,Philadelphia Flyers,,Scheduled
2022-04-05,5:00 PM,7:00 PM,Colorado Avalanche,,Pittsburgh Penguins,,Scheduled
2022-04-05,5:30 PM,7:30 PM,Boston Bruins,,Detroit Red Wings,,Scheduled
2022-04-05,6:00 PM,8:00 PM,Minnesota Wild,,Nashville Predators,,Scheduled
2022-04-05,6:30 PM,8:30 PM,New York Islanders,,Dallas Stars,,Scheduled
2022-04-05,8:30 PM,10:30 PM,Edmonton Oilers,,San Jose Sharks,,Scheduled
2022-04-06,5:30 PM,7:30 PM,Tampa Bay Lightning,,Washington Capitals,,Scheduled
2022-04-06,5:30 PM,7:30 PM,Detroit Red Wings,,Winnipeg Jets,,Scheduled
2022-04-06,6:00 PM,8:00 PM,Seattle Kraken,,St. Louis Blues,,Scheduled
2022-04-06,8:00 PM,10:00 PM,Vancouver Canucks,,Vegas Golden Knights,,Scheduled
2022-04-06,8:00 PM,10:00 PM,Calgary Flames,,Anaheim Ducks,,Scheduled
2022-04-07,5:00 PM,7:00 PM,Nashville Predators,,Ottawa Senators,,Scheduled
2022-04-07,5:00 PM,7:00 PM,Montreal Canadiens,,New Jersey Devils,,Scheduled
2022-04-07,5:00 PM,7:00 PM,Pittsburgh Penguins,,New York Rangers,,Scheduled
2022-04-07,5:00 PM,7:00 PM,Philadelphia Flyers,,Columbus Blue Jackets,,Scheduled
2022-04-07,5:30 PM,7:30 PM,Buffalo Sabres,,Carolina Hurricanes,,Scheduled
2022-04-07,6:30 PM,8:30 PM,Seattle Kraken,,Chicago Blackhawks,,Scheduled
2022-04-07,6:30 PM,8:30 PM,Toronto Maple Leafs,,Dallas Stars,,Scheduled
2022-04-07,8:00 PM,10:00 PM,Vancouver Canucks,,Arizona Coyotes,,Scheduled
2022-04-07,8:30 PM,10:30 PM,Edmonton Oilers,,Los Angeles Kings,,Scheduled
2022-04-07,8:30 PM,10:30 PM,Calgary Flames,,San Jose Sharks,,Scheduled
2022-04-08,5:00 PM,7:00 PM,Boston Bruins,,Tampa Bay Lightning,,Scheduled
2022-04-08,5:00 PM,7:00 PM,Buffalo Sabres,,Florida Panthers,,Scheduled
2022-04-08,5:00 PM,7:00 PM,New York Islanders,,Carolina Hurricanes,,Scheduled
2022-04-08,6:00 PM,8:00 PM,Minnesota Wild,,St. Louis Blues,,Scheduled
2022-04-08,6:00 PM,8:00 PM,Colorado Avalanche,,Winnipeg Jets,,Scheduled
